id,target
9477,1
9478,1
9479,1
9483,1
9487,1
9494,1
9497,1
9498,1
9506,0
9512,0
9514,1
9515,1
9516,1
9517,1
9518,0
9521,0
9523,0
9527,0
9528,1
9530,1
9532,1
9534,0
9535,0
9536,1
9543,1
9544,1
9545,0
9546,1
9549,1
9558,1
9560,0
9561,0
9570,0
9573,1
9578,1
9584,0
9587,1
9588,0
9599,1
9601,1
9604,1
9614,0
9615,1
9621,1
9622,0
9623,1
9624,1
9626,1
9628,0
9630,0
9631,1
9633,1
9635,1
9637,0
9641,0
9647,0
9648,1
9649,0
9658,1
9662,1
9668,1
9671,1
9676,0
9677,1
9679,1
9682,1
9685,1
9689,0
9692,1
9693,1
9694,0
9696,0
9700,0
9711,0
9713,1
9720,1
9721,1
9725,0
9726,0
9727,0
9735,1
9740,0
9742,0
9743,1
9747,0
9748,0
9751,0
9758,1
9767,0
9768,1
9773,1
9777,0
9781,0
9784,0
9786,1
9789,1
9792,1
9793,1
9798,1
9799,0
9802,1
9803,1
9804,1
9805,1
9807,0
9809,0
9811,0
9814,0
9817,0
9821,0
9824,1
9825,0
9827,0
9839,0
9840,0
9843,0
9844,0
9845,0
9847,0
9848,0
9851,0
9852,0
9855,0
9856,0
9863,0
9867,0
9871,0
9876,0
9879,0
9882,0
9891,0
9892,0
9893,0
9895,0
9899,0
9900,0
9902,0
9903,1
9904,0
9908,0
9913,0
9914,1
9917,1
9922,0
9924,0
9926,0
9927,0
9928,0
9929,1
9936,0
9939,1
9947,0
9951,0
9954,0
9956,1
9957,1
9959,0
9962,1
9964,0
9966,0
9968,0
9969,0
9970,0
9975,1
9977,1
9981,1
9993,0
9996,0
9997,0
9999,0
10002,0
10007,1
10015,1
10019,0
10022,0
10024,0
10026,1
10033,1
10043,1
10046,0
10051,1
10053,0
10062,1
10063,1
10065,0
10068,0
10078,1
10086,1
10094,0
10095,0
10096,0
10097,1
10103,1
10104,1
10108,1
10122,1
10123,1
10128,0
10131,1
10133,1
10134,1
10135,0
10145,0
10148,1
10154,0
10155,1
10158,0
10160,1
10161,1
10162,0
10165,1
10166,1
10167,0
10170,0
10178,0
10180,1
10181,1
10185,1
10188,1
10190,1
10196,1
10200,1
10205,1
10211,1
10216,1
10219,1
10221,0
10225,1
10227,0
10228,0
10230,1
10232,0
10233,1
10235,0
10238,1
10240,1
10242,1
10248,1
10254,1
10257,0
10261,0
10262,0
10266,1
10267,0
10271,1
10277,1
10279,0
10281,1
10282,0
10285,0
10292,1
10298,0
10300,1
10309,0
10311,1
10312,0
10319,1
10324,1
10326,1
10328,0
10343,0
10346,0
10347,0
10353,0
10354,1
10356,1
10357,1
10362,1
10363,0
10370,1
10373,1
10386,0
10388,0
10389,0
10391,1
10397,0
10400,1
10403,0
10404,0
10408,1
10417,1
10425,1
10435,0
10437,0
10438,0
10440,1
10442,0
10447,1
10452,1
10453,1
10454,1
10459,0
10460,1
10463,0
10465,1
10469,1
10474,0
10475,1
10476,1
10477,1
10480,0
10491,0
10493,1
10494,0
10495,0
10497,1
10501,0
10504,0
10507,0
10509,1
10510,0
10512,1
10514,1
10526,0
10528,1
10530,1
10531,0
10532,0
10538,0
10539,0
10542,1
10547,1
10549,1
10556,1
10569,0
10572,0
10577,1
10579,0
10586,1
10594,1
10595,1
10597,1
10602,1
10604,1
10614,0
10617,0
10618,1
10619,1
10624,1
10633,1
10634,0
10635,0
10638,0
10639,0
10642,1
10643,0
10645,1
10646,1
10649,0
10652,0
10653,0
10654,0
10661,1
10664,1
10668,0
10670,0
10674,0
10683,1
10694,1
10697,0
10699,0
10701,0
10703,1
10713,0
10714,0
10716,0
10717,0
10719,0
10725,0
10728,0
10734,1
10738,1
10740,1
10742,1
10756,1
10757,1
10758,1
10761,1
10762,0
10773,1
10778,1
10781,1
10791,1
10792,1
10796,1
10797,1
10801,0
10804,0
10806,1
10807,1
10816,0
10820,1
10828,0
10836,1
10838,1
10845,1
10856,1
10857,1
10858,1
10861,1
10865,1
10868,0
10874,1
10875,1
